datetime;id;name;temp_degC;relHum_%;absHum_gkg;pres_hPa
2023-01-04T02:46:40Z;58;Wohnzimmer;16.275;55.298;7.663;1017.81
2023-01-04T02:46:45Z;59;Arbeitszimmer;16.49;57.756;8.108;0
2023-01-04T02:47:40Z;58;Wohnzimmer;16.269;55.375;7.671;1017.772
2023-01-04T02:47:45Z;59;Arbeitszimmer;16.511;57.834;8.129;0
2023-01-04T02:48:40Z;58;Wohnzimmer;16.268;55.378;7.671;1017.814
2023-01-04T02:48:45Z;59;Arbeitszimmer;16.511;57.722;8.114;0
2023-01-04T02:49:40Z;58;Wohnzimmer;16.268;55.336;7.665;1017.792
2023-01-04T02:49:45Z;59;Arbeitszimmer;16.508;57.758;8.117;0
2023-01-04T02:50:40Z;58;Wohnzimmer;16.272;55.381;7.673;1017.719
2023-01-04T02:50:45Z;59;Arbeitszimmer;16.526;57.76;8.126;0
2023-01-04T02:51:40Z;58;Wohnzimmer;16.251;55.364;7.661;1017.753
2023-01-04T02:51:45Z;59;Arbeitszimmer;16.504;57.781;8.118;0
2023-01-04T02:52:40Z;58;Wohnzimmer;16.274;55.405;7.677;1017.701
2023-01-04T02:52:45Z;59;Arbeitszimmer;16.48;57.797;8.109;0
2023-01-04T02:53:40Z;58;Wohnzimmer;16.268;55.378;7.671;1017.752
2023-01-04T02:53:45Z;59;Arbeitszimmer;16.523;57.824;8.133;0
2023-01-04T02:54:40Z;58;Wohnzimmer;16.255;55.303;7.654;1017.739
2023-01-04T02:54:45Z;59;Arbeitszimmer;16.5;57.814;8.121;0
2023-01-04T02:55:40Z;58;Wohnzimmer;16.25;55.469;7.675;1017.802
2023-01-04T02:55:45Z;59;Arbeitszimmer;16.505;57.857;8.13;0
2023-01-04T02:56:40Z;58;Wohnzimmer;16.248;55.356;7.658;1017.83
2023-01-04T02:56:45Z;59;Arbeitszimmer;16.485;57.802;8.112;0
2023-01-04T02:57:40Z;58;Wohnzimmer;16.237;55.438;7.665;1017.844
2023-01-04T02:57:45Z;59;Arbeitszimmer;16.538;57.72;8.126;0
2023-01-04T02:58:40Z;58;Wohnzimmer;16.23;55.487;7.668;1017.858
2023-01-04T02:58:45Z;59;Arbeitszimmer;16.545;57.699;8.127;0
2023-01-04T02:59:40Z;58;Wohnzimmer;16.242;55.492;7.674;1017.92
2023-01-04T02:59:45Z;59;Arbeitszimmer;16.526;57.728;8.122;0
2023-01-04T03:00:40Z;58;Wohnzimmer;16.23;55.509;7.671;1017.905
2023-01-04T03:00:45Z;59;Arbeitszimmer;16.546;57.696;8.127;0
2023-01-04T03:01:40Z;58;Wohnzimmer;16.219;55.446;7.657;1017.89
2023-01-04T03:01:45Z;59;Arbeitszimmer;16.546;57.725;8.131;0
2023-01-04T03:02:40Z;58;Wohnzimmer;16.228;55.465;7.664;1017.942
2023-01-04T03:02:45Z;59;Arbeitszimmer;16.523;57.744;8.122;0
2023-01-04T03:03:40Z;58;Wohnzimmer;16.22;55.465;7.661;1017.919
2023-01-04T03:03:45Z;59;Arbeitszimmer;16.538;57.83;8.142;0
2023-01-04T03:04:40Z;58;Wohnzimmer;16.215;55.474;7.66;1017.886
2023-01-04T03:04:45Z;59;Arbeitszimmer;16.52;57.75;8.122;0
2023-01-04T03:05:40Z;58;Wohnzimmer;16.222;55.484;7.664;1017.921
2023-01-04T03:05:45Z;59;Arbeitszimmer;16.513;57.692;8.11;0
2023-01-04T03:06:40Z;58;Wohnzimmer;16.221;55.513;7.667;1017.919
2023-01-04T03:06:45Z;59;Arbeitszimmer;16.497;57.786;8.115;0
2023-01-04T03:07:40Z;58;Wohnzimmer;16.201;55.57;7.666;1017.945
2023-01-04T03:07:45Z;59;Arbeitszimmer;16.496;57.877;8.128;0
2023-01-04T03:08:40Z;58;Wohnzimmer;16.183;55.441;7.64;1017.934
2023-01-04T03:08:45Z;59;Arbeitszimmer;16.481;57.907;8.125;0
2023-01-04T03:09:40Z;58;Wohnzimmer;16.202;55.399;7.643;1017.869
2023-01-04T03:09:45Z;59;Arbeitszimmer;16.479;57.917;8.125;0
2023-01-04T03:10:40Z;58;Wohnzimmer;16.204;55.544;7.664;1017.909
2023-01-04T03:10:45Z;59;Arbeitszimmer;16.465;57.951;8.123;0
2023-01-04T03:11:40Z;58;Wohnzimmer;16.213;55.395;7.648;1017.88
2023-01-04T03:11:45Z;59;Arbeitszimmer;16.466;57.942;8.122;0
2023-01-04T03:12:40Z;58;Wohnzimmer;16.182;55.528;7.651;1017.84
2023-01-04T03:12:45Z;59;Arbeitszimmer;16.452;57.954;8.117;0
2023-01-04T03:13:40Z;58;Wohnzimmer;16.195;55.449;7.647;1017.887
2023-01-04T03:13:45Z;59;Arbeitszimmer;16.438;57.979;8.114;0
2023-01-04T03:14:40Z;58;Wohnzimmer;16.187;55.51;7.652;1017.808
2023-01-04T03:14:45Z;59;Arbeitszimmer;16.462;58.031;8.133;0
2023-01-04T03:15:40Z;58;Wohnzimmer;16.18;55.605;7.661;1017.783
2023-01-04T03:15:45Z;59;Arbeitszimmer;16.444;57.991;8.118;0
2023-01-04T03:16:40Z;58;Wohnzimmer;16.167;55.54;7.647;1017.809
2023-01-04T03:16:45Z;59;Arbeitszimmer;16.441;57.965;8.113;0
2023-01-04T03:17:40Z;58;Wohnzimmer;16.178;55.499;7.646;1017.771
2023-01-04T03:17:45Z;59;Arbeitszimmer;16.47;57.897;8.118;0
2023-01-04T03:18:40Z;58;Wohnzimmer;16.173;55.536;7.649;1017.73
2023-01-04T03:18:45Z;59;Arbeitszimmer;16.495;57.919;8.133;0
2023-01-04T03:19:40Z;58;Wohnzimmer;16.162;55.598;7.652;1017.679
2023-01-04T03:19:45Z;59;Arbeitszimmer;16.437;57.95;8.109;0
2023-01-04T03:20:40Z;58;Wohnzimmer;16.156;55.535;7.641;1017.702
2023-01-04T03:20:45Z;59;Arbeitszimmer;16.494;57.91;8.131;0
2023-01-04T03:21:40Z;58;Wohnzimmer;16.157;55.613;7.652;1017.708
2023-01-04T03:21:45Z;59;Arbeitszimmer;16.445;57.923;8.109;0
2023-01-04T03:22:40Z;58;Wohnzimmer;16.18;55.582;7.658;1017.644
2023-01-04T03:22:45Z;59;Arbeitszimmer;16.437;57.955;8.11;0
2023-01-04T03:23:40Z;58;Wohnzimmer;16.166;55.542;7.646;1017.63
2023-01-04T03:23:45Z;59;Arbeitszimmer;16.429;58.016;8.114;0
2023-01-04T03:24:40Z;58;Wohnzimmer;16.132;55.567;7.634;1017.625
2023-01-04T03:24:45Z;59;Arbeitszimmer;16.426;58.026;8.115;0
2023-01-04T03:25:40Z;58;Wohnzimmer;16.143;55.444;7.622;1017.62
2023-01-04T03:25:45Z;59;Arbeitszimmer;16.428;58.002;8.112;0
2023-01-04T03:26:40Z;58;Wohnzimmer;16.142;55.561;7.638;1017.607
2023-01-04T03:26:45Z;59;Arbeitszimmer;16.412;58.06;8.112;0
2023-01-04T03:27:40Z;58;Wohnzimmer;16.152;55.579;7.645;1017.614
2023-01-04T03:27:45Z;59;Arbeitszimmer;16.418;58.101;8.121;0
2023-01-04T03:28:40Z;58;Wohnzimmer;16.15;55.583;7.645;1017.557
2023-01-04T03:28:45Z;59;Arbeitszimmer;16.416;58.076;8.117;0
2023-01-04T03:29:40Z;58;Wohnzimmer;16.137;55.591;7.639;1017.59
2023-01-04T03:29:45Z;59;Arbeitszimmer;16.436;58.091;8.129;0
2023-01-04T03:30:40Z;58;Wohnzimmer;16.135;55.564;7.635;1017.609
2023-01-04T03:30:45Z;59;Arbeitszimmer;16.421;58.032;8.113;0
2023-01-04T03:31:40Z;58;Wohnzimmer;16.127;55.54;7.628;1017.562
2023-01-04T03:31:45Z;59;Arbeitszimmer;16.429;58.044;8.119;0
2023-01-04T03:32:40Z;58;Wohnzimmer;16.103;55.486;7.609;1017.562
2023-01-04T03:32:45Z;59;Arbeitszimmer;16.438;58.06;8.125;0
2023-01-04T03:33:40Z;58;Wohnzimmer;16.122;55.573;7.63;1017.569
2023-01-04T03:33:45Z;59;Arbeitszimmer;16.424;58.067;8.119;0
2023-01-04T03:34:40Z;58;Wohnzimmer;16.104;55.491;7.61;1017.503
2023-01-04T03:34:45Z;59;Arbeitszimmer;16.404;58.077;8.111;0
2023-01-04T03:35:40Z;58;Wohnzimmer;16.129;55.608;7.638;1017.468
2023-01-04T03:35:45Z;59;Arbeitszimmer;16.425;58.024;8.114;0
2023-01-04T03:36:40Z;58;Wohnzimmer;16.115;55.528;7.621;1017.489
2023-01-04T03:36:45Z;59;Arbeitszimmer;16.452;57.971;8.12;0
2023-01-04T03:37:40Z;58;Wohnzimmer;16.1;55.591;7.622;1017.472
2023-01-04T03:37:45Z;59;Arbeitszimmer;16.436;58.014;8.118;0
2023-01-04T03:38:40Z;58;Wohnzimmer;16.113;55.535;7.621;1017.441
2023-01-04T03:38:45Z;59;Arbeitszimmer;16.427;58.046;8.118;0
2023-01-04T03:39:40Z;58;Wohnzimmer;16.108;55.513;7.616;1017.494
2023-01-04T03:39:45Z;59;Arbeitszimmer;16.444;58.073;8.13;0
2023-01-04T03:40:40Z;58;Wohnzimmer;16.096;55.512;7.61;1017.494
2023-01-04T03:40:45Z;59;Arbeitszimmer;16.434;58.077;8.125;0
2023-01-04T03:41:40Z;58;Wohnzimmer;16.09;55.638;7.624;1017.503
2023-01-04T03:41:45Z;59;Arbeitszimmer;16.443;58.057;8.127;0
2023-01-04T03:42:40Z;58;Wohnzimmer;16.099;55.543;7.615;1017.453
2023-01-04T03:42:45Z;59;Arbeitszimmer;16.405;58.118;8.117;0
2023-01-04T03:43:40Z;58;Wohnzimmer;16.099;55.494;7.609;1017.423
2023-01-04T03:43:45Z;59;Arbeitszimmer;16.405;58.09;8.113;0
2023-01-04T03:44:40Z;58;Wohnzimmer;16.092;55.583;7.618;1017.376
2023-01-04T03:44:45Z;59;Arbeitszimmer;16.404;58.13;8.118;0
2023-01-04T03:45:40Z;58;Wohnzimmer;16.105;55.613;7.628;1017.415
2023-01-04T03:45:45Z;59;Arbeitszimmer;16.417;58.132;8.125;0
2023-01-04T03:46:40Z;58;Wohnzimmer;16.095;55.581;7.619;1017.346
2023-01-04T03:46:45Z;59;Arbeitszimmer;16.395;58.118;8.112;0
2023-01-04T03:47:40Z;58;Wohnzimmer;16.082;55.59;7.614;1017.302
2023-01-04T03:47:45Z;59;Arbeitszimmer;16.4;58.104;8.113;0
2023-01-04T03:48:40Z;58;Wohnzimmer;16.089;55.564;7.614;1017.326
2023-01-04T03:48:45Z;59;Arbeitszimmer;16.407;58.13;8.119;0
2023-01-04T03:49:40Z;58;Wohnzimmer;16.089;55.609;7.62;1017.286
2023-01-04T03:49:45Z;59;Arbeitszimmer;16.392;58.108;8.109;0
2023-01-04T03:50:40Z;58;Wohnzimmer;16.084;55.606;7.617;1017.184
2023-01-04T03:50:45Z;59;Arbeitszimmer;16.413;58.113;8.12;0
2023-01-04T03:51:40Z;58;Wohnzimmer;16.076;55.657;7.62;1017.168
2023-01-04T03:51:45Z;59;Arbeitszimmer;16.403;58.141;8.119;0
2023-01-04T03:52:40Z;58;Wohnzimmer;16.063;55.652;7.614;1017.175
2023-01-04T03:52:45Z;59;Arbeitszimmer;16.392;58.106;8.109;0
2023-01-04T03:53:40Z;58;Wohnzimmer;16.063;55.595;7.606;1017.185
2023-01-04T03:53:45Z;59;Arbeitszimmer;16.414;58.093;8.118;0
2023-01-04T03:54:40Z;58;Wohnzimmer;16.048;55.639;7.605;1017.171
2023-01-04T03:54:45Z;59;Arbeitszimmer;16.4;58.112;8.114;0
2023-01-04T03:55:40Z;58;Wohnzimmer;16.059;55.635;7.61;1017.14
2023-01-04T03:55:45Z;59;Arbeitszimmer;16.388;58.127;8.11;0
2023-01-04T03:56:40Z;58;Wohnzimmer;16.049;55.636;7.605;1017.104
2023-01-04T03:56:45Z;59;Arbeitszimmer;16.388;58.173;8.116;0
2023-01-04T03:57:40Z;58;Wohnzimmer;16.049;55.658;7.608;1017.175
2023-01-04T03:57:45Z;59;Arbeitszimmer;16.402;58.196;8.126;0
2023-01-04T03:58:40Z;58;Wohnzimmer;16.076;55.632;7.617;1017.111
2023-01-04T03:58:45Z;59;Arbeitszimmer;16.384;58.195;8.117;0
2023-01-04T03:59:40Z;58;Wohnzimmer;16.059;55.706;7.619;1017.123
2023-01-04T03:59:45Z;59;Arbeitszimmer;16.398;58.189;8.124;0
2023-01-04T04:00:40Z;58;Wohnzimmer;16.022;55.718;7.604;1017.127
2023-01-04T04:00:45Z;59;Arbeitszimmer;16.429;58.093;8.125;0
2023-01-04T04:01:40Z;58;Wohnzimmer;16.039;55.808;7.624;1017.046
2023-01-04T04:01:45Z;59;Arbeitszimmer;16.418;58.07;8.117;0
2023-01-04T04:02:40Z;58;Wohnzimmer;16.045;55.728;7.616;1017.022
2023-01-04T04:02:45Z;59;Arbeitszimmer;16.405;58.079;8.112;0
2023-01-04T04:03:40Z;58;Wohnzimmer;16.024;55.732;7.607;1017.052
2023-01-04T04:03:45Z;59;Arbeitszimmer;16.386;58.13;8.109;0
2023-01-04T04:04:40Z;58;Wohnzimmer;16.042;55.721;7.614;1016.977
2023-01-04T04:04:45Z;59;Arbeitszimmer;16.386;58.16;8.114;0
2023-01-04T04:05:40Z;58;Wohnzimmer;16.031;55.797;7.619;1016.988
2023-01-04T04:05:45Z;59;Arbeitszimmer;16.388;58.168;8.116;0
2023-01-04T04:06:40Z;58;Wohnzimmer;16.026;55.733;7.608;1016.971
2023-01-04T04:06:45Z;59;Arbeitszimmer;16.384;58.168;8.114;0
2023-01-04T04:07:40Z;58;Wohnzimmer;16.027;55.653;7.598;1016.966
2023-01-04T04:07:45Z;59;Arbeitszimmer;16.422;58.101;8.123;0
2023-01-04T04:08:40Z;58;Wohnzimmer;16.016;55.688;7.597;1016.884
2023-01-04T04:08:45Z;59;Arbeitszimmer;16.44;58.089;8.13;0
2023-01-04T04:09:40Z;58;Wohnzimmer;16.029;55.624;7.595;1016.842
2023-01-04T04:09:45Z;59;Arbeitszimmer;16.407;58.117;8.118;0
2023-01-04T04:10:40Z;58;Wohnzimmer;16.014;55.726;7.601;1016.822
2023-01-04T04:10:45Z;59;Arbeitszimmer;16.386;58.171;8.115;0
2023-01-04T04:11:40Z;58;Wohnzimmer;15.998;55.735;7.595;1016.744
2023-01-04T04:11:45Z;59;Arbeitszimmer;16.375;58.169;8.11;0
2023-01-04T04:12:40Z;58;Wohnzimmer;16.013;55.733;7.602;1016.759
2023-01-04T04:12:45Z;59;Arbeitszimmer;16.432;58.134;8.132;0
2023-01-04T04:13:40Z;58;Wohnzimmer;16.027;55.794;7.617;1016.805
2023-01-04T04:13:45Z;59;Arbeitszimmer;16.39;58.112;8.109;0
2023-01-04T04:14:40Z;58;Wohnzimmer;16.012;55.868;7.62;1016.79
2023-01-04T04:14:45Z;59;Arbeitszimmer;16.413;58.11;8.12;0
2023-01-04T04:15:40Z;58;Wohnzimmer;16.011;55.793;7.609;1016.768
2023-01-04T04:15:45Z;59;Arbeitszimmer;16.411;58.143;8.123;0
2023-01-04T04:16:40Z;58;Wohnzimmer;16.008;55.825;7.612;1016.738
2023-01-04T04:16:45Z;59;Arbeitszimmer;16.388;58.152;8.113;0
2023-01-04T04:17:40Z;58;Wohnzimmer;16.016;55.8;7.612;1016.743
2023-01-04T04:17:45Z;59;Arbeitszimmer;16.379;58.21;8.117;0
2023-01-04T04:18:40Z;58;Wohnzimmer;15.997;55.794;7.603;1016.769
2023-01-04T04:18:45Z;59;Arbeitszimmer;16.368;58.226;8.114;0
2023-01-04T04:19:40Z;58;Wohnzimmer;16.017;55.808;7.614;1016.725
2023-01-04T04:19:45Z;59;Arbeitszimmer;16.404;58.189;8.126;0
2023-01-04T04:20:40Z;58;Wohnzimmer;15.989;55.914;7.616;1016.771
2023-01-04T04:20:45Z;59;Arbeitszimmer;16.415;58.15;8.126;0
2023-01-04T04:21:40Z;58;Wohnzimmer;15.99;55.885;7.612;1016.74
2023-01-04T04:21:45Z;59;Arbeitszimmer;16.414;58.135;8.124;0
2023-01-04T04:22:40Z;58;Wohnzimmer;16.001;55.953;7.626;1016.694
2023-01-04T04:22:45Z;59;Arbeitszimmer;16.388;58.167;8.116;0
2023-01-04T04:23:40Z;58;Wohnzimmer;15.988;55.797;7.599;1016.681
2023-01-04T04:23:45Z;59;Arbeitszimmer;16.346;58.238;8.105;0
2023-01-04T04:24:40Z;58;Wohnzimmer;15.988;55.87;7.609;1016.668
2023-01-04T04:24:45Z;59;Arbeitszimmer;16.351;58.245;8.109;0
2023-01-04T04:25:40Z;58;Wohnzimmer;15.986;55.884;7.61;1016.677
2023-01-04T04:25:45Z;59;Arbeitszimmer;16.366;58.256;8.117;0
2023-01-04T04:26:40Z;58;Wohnzimmer;15.98;55.892;7.608;1016.701
2023-01-04T04:26:45Z;59;Arbeitszimmer;16.362;58.253;8.115;0
2023-01-04T04:27:40Z;58;Wohnzimmer;15.985;55.909;7.613;1016.602
2023-01-04T04:27:45Z;59;Arbeitszimmer;16.378;58.169;8.111;0
2023-01-04T04:28:40Z;58;Wohnzimmer;15.975;55.779;7.591;1016.68
2023-01-04T04:28:45Z;59;Arbeitszimmer;16.371;58.23;8.116;0
2023-01-04T04:29:40Z;58;Wohnzimmer;15.989;55.897;7.613;1016.631
2023-01-04T04:29:45Z;59;Arbeitszimmer;16.39;58.247;8.128;0
2023-01-04T04:30:40Z;58;Wohnzimmer;15.975;55.888;7.605;1016.634
2023-01-04T04:30:45Z;59;Arbeitszimmer;16.386;58.229;8.123;0
2023-01-04T04:31:40Z;58;Wohnzimmer;15.985;55.847;7.605;1016.618
2023-01-04T04:31:45Z;59;Arbeitszimmer;16.384;58.2;8.118;0
2023-01-04T04:32:40Z;58;Wohnzimmer;15.982;55.847;7.603;1016.592
2023-01-04T04:32:45Z;59;Arbeitszimmer;16.413;58.147;8.125;0
2023-01-04T04:33:40Z;58;Wohnzimmer;15.973;55.916;7.608;1016.63
2023-01-04T04:33:45Z;59;Arbeitszimmer;16.386;58.186;8.117;0
2023-01-04T04:34:40Z;58;Wohnzimmer;15.952;55.836;7.588;1016.598
2023-01-04T04:34:45Z;59;Arbeitszimmer;16.365;58.23;8.113;0
2023-01-04T04:35:40Z;58;Wohnzimmer;15.96;55.875;7.597;1016.589
2023-01-04T04:35:45Z;59;Arbeitszimmer;16.375;58.184;8.112;0
2023-01-04T04:36:40Z;58;Wohnzimmer;16.004;55.859;7.615;1016.613
2023-01-04T04:36:45Z;59;Arbeitszimmer;16.395;58.209;8.125;0
2023-01-04T04:37:40Z;58;Wohnzimmer;15.974;55.884;7.605;1016.573
2023-01-04T04:37:45Z;59;Arbeitszimmer;16.351;58.205;8.103;0
2023-01-04T04:38:40Z;58;Wohnzimmer;15.931;55.89;7.586;1016.592
2023-01-04T04:38:45Z;59;Arbeitszimmer;16.393;58.242;8.129;0
2023-01-04T04:39:40Z;58;Wohnzimmer;15.952;55.931;7.601;1016.626
2023-01-04T04:39:45Z;59;Arbeitszimmer;16.383;58.237;8.123;0
2023-01-04T04:40:40Z;58;Wohnzimmer;15.96;55.841;7.592;1016.613
2023-01-04T04:40:45Z;59;Arbeitszimmer;16.373;58.191;8.111;0
2023-01-04T04:41:40Z;58;Wohnzimmer;15.926;55.848;7.578;1016.6
2023-01-04T04:41:45Z;59;Arbeitszimmer;16.367;58.193;8.109;0
2023-01-04T04:42:40Z;58;Wohnzimmer;15.955;55.852;7.591;1016.621
2023-01-04T04:42:45Z;59;Arbeitszimmer;16.372;58.243;8.118;0
2023-01-04T04:43:40Z;58;Wohnzimmer;15.962;55.88;7.598;1016.623
2023-01-04T04:43:45Z;59;Arbeitszimmer;16.39;58.21;8.122;0
2023-01-04T04:44:40Z;58;Wohnzimmer;15.944;55.93;7.597;1016.626
2023-01-04T04:44:45Z;59;Arbeitszimmer;16.369;58.248;8.118;0
2023-01-04T04:45:40Z;58;Wohnzimmer;15.945;55.964;7.602;1016.672
2023-01-04T04:45:45Z;59;Arbeitszimmer;16.375;58.279;8.125;0
2023-01-04T04:46:40Z;58;Wohnzimmer;15.912;56.01;7.593;1016.614
2023-01-04T04:46:45Z;59;Arbeitszimmer;16.391;58.206;8.122;0
2023-01-04T04:47:40Z;58;Wohnzimmer;15.936;55.988;7.601;1016.597
2023-01-04T04:47:45Z;59;Arbeitszimmer;16.403;58.191;8.126;0
2023-01-04T04:48:40Z;58;Wohnzimmer;15.924;55.998;7.597;1016.579
2023-01-04T04:48:45Z;59;Arbeitszimmer;16.374;58.191;8.112;0
2023-01-04T04:49:40Z;58;Wohnzimmer;15.916;56.021;7.596;1016.487
2023-01-04T04:49:45Z;59;Arbeitszimmer;16.373;58.153;8.106;0
2023-01-04T04:50:40Z;58;Wohnzimmer;15.938;55.962;7.599;1016.507
2023-01-04T04:50:45Z;59;Arbeitszimmer;16.371;58.224;8.115;0
2023-01-04T04:51:40Z;58;Wohnzimmer;15.932;55.972;7.597;1016.466
2023-01-04T04:51:45Z;59;Arbeitszimmer;16.388;58.236;8.125;0
2023-01-04T04:52:40Z;58;Wohnzimmer;15.922;55.956;7.59;1016.492
2023-01-04T04:52:45Z;59;Arbeitszimmer;16.35;58.272;8.112;0
2023-01-04T04:53:40Z;58;Wohnzimmer;15.938;55.94;7.595;1016.482
2023-01-04T04:53:45Z;59;Arbeitszimmer;16.324;58.285;8.101;0
2023-01-04T04:54:40Z;58;Wohnzimmer;15.926;55.973;7.595;1016.49
2023-01-04T04:54:45Z;59;Arbeitszimmer;16.323;58.374;8.112;0
2023-01-04T04:55:40Z;58;Wohnzimmer;15.912;55.947;7.585;1016.483
2023-01-04T04:55:45Z;59;Arbeitszimmer;16.35;58.335;8.121;0
2023-01-04T04:56:40Z;58;Wohnzimmer;15.91;55.981;7.588;1016.531
2023-01-04T04:56:45Z;59;Arbeitszimmer;16.342;58.318;8.114;0
2023-01-04T04:57:40Z;58;Wohnzimmer;15.911;56.017;7.593;1016.503
2023-01-04T04:57:45Z;59;Arbeitszimmer;16.396;58.294;8.137;0
2023-01-04T04:58:40Z;58;Wohnzimmer;15.893;55.939;7.575;1016.479
2023-01-04T04:58:45Z;59;Arbeitszimmer;16.416;58.201;8.134;0
2023-01-04T04:59:40Z;58;Wohnzimmer;15.901;55.972;7.583;1016.5
2023-01-04T04:59:45Z;59;Arbeitszimmer;16.368;58.239;8.116;0
2023-01-04T05:00:40Z;58;Wohnzimmer;15.905;56.045;7.595;1016.487
2023-01-04T05:00:45Z;59;Arbeitszimmer;16.356;58.288;8.117;0
2023-01-04T05:01:40Z;58;Wohnzimmer;15.879;55.898;7.563;1016.52
2023-01-04T05:01:45Z;59;Arbeitszimmer;16.356;58.329;8.122;0
2023-01-04T05:02:40Z;58;Wohnzimmer;15.884;55.981;7.577;1016.5
2023-01-04T05:02:45Z;59;Arbeitszimmer;16.351;58.287;8.114;0
2023-01-04T05:03:40Z;58;Wohnzimmer;15.894;55.905;7.571;1016.514
2023-01-04T05:03:45Z;59;Arbeitszimmer;16.374;58.215;8.115;0
2023-01-04T05:04:40Z;58;Wohnzimmer;15.907;55.88;7.573;1016.479
2023-01-04T05:04:45Z;59;Arbeitszimmer;16.38;58.223;8.12;0
2023-01-04T05:05:40Z;58;Wohnzimmer;15.912;55.855;7.572;1016.437
2023-01-04T05:05:45Z;59;Arbeitszimmer;16.395;58.248;8.13;0
2023-01-04T05:06:40Z;58;Wohnzimmer;15.936;55.798;7.576;1016.458
2023-01-04T05:06:45Z;59;Arbeitszimmer;16.398;58.183;8.123;0
2023-01-04T05:07:40Z;58;Wohnzimmer;15.949;55.72;7.571;1016.43
2023-01-04T05:07:45Z;59;Arbeitszimmer;16.427;58.137;8.13;0
2023-01-04T05:08:40Z;58;Wohnzimmer;15.982;55.753;7.59;1016.351
2023-01-04T05:08:45Z;59;Arbeitszimmer;16.446;58.123;8.138;0
2023-01-04T05:09:40Z;58;Wohnzimmer;16.034;55.402;7.566;1016.414
2023-01-04T05:09:45Z;59;Arbeitszimmer;16.475;58.147;8.155;0
2023-01-04T05:10:40Z;58;Wohnzimmer;16.091;55.239;7.57;1016.376
2023-01-04T05:10:45Z;59;Arbeitszimmer;16.515;58.177;8.179;0
2023-01-04T05:11:40Z;58;Wohnzimmer;16.175;55.052;7.583;1016.45
2023-01-04T05:11:45Z;59;Arbeitszimmer;16.547;58.066;8.179;0
2023-01-04T05:12:40Z;58;Wohnzimmer;16.283;54.817;7.6;1016.422
2023-01-04T05:12:45Z;59;Arbeitszimmer;16.597;58.111;8.21;0
2023-01-04T05:13:40Z;58;Wohnzimmer;16.35;54.778;7.625;1016.452
2023-01-04T05:13:45Z;59;Arbeitszimmer;16.613;58.145;8.223;0
2023-01-04T05:14:40Z;58;Wohnzimmer;16.405;54.497;7.611;1016.448
2023-01-04T05:14:45Z;59;Arbeitszimmer;16.678;58.049;8.242;0
2023-01-04T05:15:40Z;58;Wohnzimmer;16.526;54.4;7.653;1016.385
2023-01-04T05:15:45Z;59;Arbeitszimmer;16.705;58.089;8.261;0
2023-01-04T05:16:40Z;58;Wohnzimmer;16.61;54.118;7.652;1016.404
2023-01-04T05:16:45Z;59;Arbeitszimmer;16.732;58.081;8.273;0
2023-01-04T05:17:40Z;58;Wohnzimmer;16.71;53.924;7.671;1016.43
2023-01-04T05:17:45Z;59;Arbeitszimmer;16.789;57.88;8.273;0
2023-01-04T05:18:40Z;58;Wohnzimmer;16.816;53.645;7.68;1016.4
2023-01-04T05:18:45Z;59;Arbeitszimmer;16.838;57.829;8.29;0
2023-01-04T05:19:40Z;58;Wohnzimmer;16.919;53.456;7.7;1016.466
2023-01-04T05:19:45Z;59;Arbeitszimmer;16.877;57.763;8.3;0
2023-01-04T05:20:40Z;58;Wohnzimmer;17.025;53.218;7.715;1016.461
2023-01-04T05:20:45Z;59;Arbeitszimmer;16.914;57.665;8.304;0
2023-01-04T05:21:40Z;58;Wohnzimmer;17.09;53.06;7.722;1016.48
2023-01-04T05:21:45Z;59;Arbeitszimmer;16.934;57.596;8.304;0
2023-01-04T05:22:40Z;58;Wohnzimmer;17.226;52.84;7.753;1016.497
2023-01-04T05:22:45Z;59;Arbeitszimmer;16.97;57.518;8.311;0
2023-01-04T05:23:40Z;58;Wohnzimmer;17.307;52.563;7.75;1016.454
2023-01-04T05:23:45Z;59;Arbeitszimmer;17.005;57.498;8.325;0
2023-01-04T05:24:40Z;58;Wohnzimmer;17.439;52.299;7.772;1016.416
2023-01-04T05:24:45Z;59;Arbeitszimmer;17.062;57.443;8.346;0
2023-01-04T05:25:40Z;58;Wohnzimmer;17.495;52.089;7.767;1016.465
2023-01-04T05:25:45Z;59;Arbeitszimmer;17.086;57.38;8.348;0
2023-01-04T05:26:40Z;58;Wohnzimmer;17.622;51.897;7.797;1016.452
2023-01-04T05:26:45Z;59;Arbeitszimmer;17.105;57.349;8.354;0
2023-01-04T05:27:40Z;58;Wohnzimmer;17.72;51.666;7.808;1016.44
2023-01-04T05:27:45Z;59;Arbeitszimmer;17.133;57.269;8.356;0
2023-01-04T05:28:40Z;58;Wohnzimmer;17.871;51.355;7.831;1016.427
2023-01-04T05:28:45Z;59;Arbeitszimmer;17.167;57.27;8.373;0
2023-01-04T05:29:40Z;58;Wohnzimmer;17.994;51.007;7.835;1016.433
2023-01-04T05:29:45Z;59;Arbeitszimmer;17.187;57.239;8.379;0
2023-01-04T05:30:40Z;58;Wohnzimmer;18.09;50.792;7.846;1016.444
2023-01-04T05:30:45Z;59;Arbeitszimmer;17.217;57.221;8.391;0
2023-01-04T05:31:40Z;58;Wohnzimmer;18.135;50.627;7.842;1016.444
2023-01-04T05:31:45Z;59;Arbeitszimmer;17.272;57.156;8.409;0
